country_id,country,country_iso3,age,age_imputed,age_cohort,gender_raw,gender,gender_male,education_level,higher_education,occupation_group,urbanization,urbanization_score,weight_national,weight_eu28,consumer_freq_raw,consumer_freq_label,consumer_freq_score,is_consumer,provider_freq_raw,provider_freq_label,provider_freq_score,is_provider,user_profile,is_prosumer,is_active_user,cons_sector_transport,cons_sector_accommodation,cons_sector_food_services,cons_sector_household_services,cons_sector_professional_services,cons_sector_collaborative_finance,consumer_sector_breadth,prov_sector_transport,prov_sector_accommodation,prov_sector_food_services,prov_sector_household_services,prov_sector_professional_services,prov_sector_collaborative_finance,provider_sector_breadth,total_sector_activity,active_in_transport,active_in_accommodation,active_in_food_services,active_in_household_services,active_in_professional_services,active_in_collaborative_finance,unique_sector_breadth,substitution_label,substitution_score,is_substitutor,adv_cheaper,adv_wider,adv_convenient,adv_ratings,adv_social,adv_exchange,adv_economic_score,adv_functional_score,adv_information_score,adv_social_score,disadv_q5_1,disadv_q5_2,disadv_q5_3,disadv_q5_4,disadv_q5_5,disadv_q5_6,prov_mot_q11_1,prov_mot_q11_2,prov_mot_q11_3,prov_mot_q11_4,prov_mot_q11_5,prov_mot_q11_6,prov_mot_q11_7,prov_mot_q11_8,prov_mot_economic,prov_mot_flexibility,prov_mot_innovation,prov_mot_sustainability,recommendation_raw,recommendation_label,recommend_high,recommend_positive,future_offer_intent
1,Belgium,BEL,44,44,35-44,1,Male,1,20+ yrs (Higher Edu),1,Employee,Rural,1.0,1.5177,0.877111,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,No Substitution,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,60,60,55-64,1,Male,1,Up to 15 yrs,0,Self-employed,Small/Mid Town,2.0,1.0601,0.612655,4,Regularly,3,1,4,Regularly,3,1,Prosumer,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,2,Coexists with Traditional,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,"No, not really",0,0,0
1,Belgium,BEL,41,41,35-44,2,Female,0,16-19 yrs,0,Manual Worker,Small/Mid Town,2.0,0.9561,0.552551,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,No Substitution,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,58,58,55-64,1,Male,1,16-19 yrs,0,Employee,Rural,1.0,1.0601,0.612655,4,Regularly,3,1,1,Never,0,0,Consumer Only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Demand Created,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,"No, not really",0,0,0
1,Belgium,BEL,57,57,55-64,2,Female,0,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.5208,0.300982,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,No Substitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,"No, definitely not",0,0,0
1,Belgium,BEL,47,47,45-54,2,Female,0,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.6423,0.371199,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Partial Replacement,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,52,52,45-54,2,Female,0,16-19 yrs,0,Self-employed,Large Town,3.0,0.9561,0.552551,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,Coexists with Traditional,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,54,54,45-54,1,Male,1,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,1.2111,0.699921,2,Once or few times,1,1,2,Once or few times,1,1,Prosumer,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,1,0,0,0,2,New Demand Created,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,48,48,45-54,1,Male,1,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,1.2111,0.699921,4,Regularly,3,1,1,Never,0,0,Consumer Only,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Partial Replacement,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,58,58,55-64,2,Female,0,20+ yrs (Higher Edu),1,Not Working / Retired / Student,Rural,1.0,0.5633,0.325543,2,Once or few times,1,1,2,Once or few times,1,1,Prosumer,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,1,1,1,1,1,1,6,Partial Replacement,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,54,54,45-54,2,Female,0,20+ yrs (Higher Edu),1,Self-employed,Small/Mid Town,2.0,0.5479,0.316643,3,Occasionally,2,1,3,Occasionally,2,1,Prosumer,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,3,0,1,1,0,0,0,2,Partial Replacement,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,47,47,45-54,2,Female,0,16-19 yrs,0,Employee,Rural,1.0,0.8914,0.515159,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,New Demand Created,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,28,28,25-34,1,Male,1,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,2.1101,1.219472,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,Partial Replacement,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,19,19,15-24,2,Female,0,Still Studying,0,Not Working / Retired / Student,Small/Mid Town,2.0,3.0001,1.733822,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,Coexists with Traditional,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,26,26,25-34,1,Male,1,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,2.744,1.585817,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,No Substitution,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,"No, not really",0,0,0
1,Belgium,BEL,27,27,25-34,2,Female,0,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,1.8141,1.048407,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,No Substitution,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,60,60,55-64,2,Female,0,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,0.4068,0.235098,2,Once or few times,1,1,4,Regularly,3,1,Prosumer,1,1,1,0,0,1,0,0,2,1,0,1,1,0,0,3,5,1,0,1,1,0,0,3,Coexists with Traditional,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,"No, not really",0,0,0
1,Belgium,BEL,15,15,15-24,1,Male,1,Still Studying,0,Not Working / Retired / Student,Small/Mid Town,2.0,3.0001,1.733822,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,New Demand Created,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Some types only,0,0,1
1,Belgium,BEL,30,30,25-34,2,Female,0,20+ yrs (Higher Edu),1,Self-employed,Large Town,3.0,2.031,1.173759,4,Regularly,3,1,1,Never,0,0,Consumer Only,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Coexists with Traditional,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,50,50,45-54,2,Female,0,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,0.5479,0.316643,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Complete Replacement,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,36,36,35-44,1,Male,1,20+ yrs (Higher Edu),1,Employee,Rural,1.0,2.2126,1.278709,4,Regularly,3,1,1,Never,0,0,Consumer Only,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,New Demand Created,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,21,21,15-24,2,Female,0,Still Studying,0,Not Working / Retired / Student,Small/Mid Town,2.0,2.8468,1.645227,4,Regularly,3,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Partial Replacement,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,1
1,Belgium,BEL,38,38,35-44,1,Male,1,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,2.1101,1.219472,3,Occasionally,2,1,3,Occasionally,2,1,Prosumer,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,1,3,1,1,0,0,0,0,2,New Demand Created,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,56,56,55-64,2,Female,0,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,0.4068,0.235098,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Coexists with Traditional,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,"No, definitely not",0,0,0
1,Belgium,BEL,35,35,35-44,2,Female,0,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,1.5512,0.896472,3,Occasionally,2,1,2,Once or few times,1,1,Prosumer,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,2,4,1,0,1,0,0,0,2,New Demand Created,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,78,78,65+,1,Male,1,20+ yrs (Higher Edu),1,Not Working / Retired / Student,Rural,1.0,0.8923,0.515679,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,No Substitution,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,26,26,25-34,1,Male,1,16-19 yrs,0,Self-employed,Small/Mid Town,2.0,2.1101,1.219472,1,Never,0,0,3,Occasionally,2,1,Provider Only,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,0,1,1,1,1,1,5,Not Applicable / Non-Consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,,Not Asked,0,0,0
1,Belgium,BEL,57,57,55-64,2,Female,0,20+ yrs (Higher Edu),1,Employee,Large Town,3.0,0.4068,0.235098,3,Occasionally,2,1,3,Occasionally,2,1,Prosumer,1,1,1,0,0,1,0,0,2,1,0,0,1,0,0,2,4,1,0,0,1,0,0,2,New Demand Created,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,41,41,35-44,2,Female,0,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.7926,0.458061,1,Never,0,0,3,Occasionally,2,1,Provider Only,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,2,Not Applicable / Non-Consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Not Asked,0,0,0
1,Belgium,BEL,44,44,35-44,2,Female,0,16-19 yrs,0,Manual Worker,Small/Mid Town,2.0,0.9561,0.552551,2,Once or few times,1,1,2,Once or few times,1,1,Prosumer,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,6,No Substitution,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,45,45,45-54,2,Female,0,20+ yrs (Higher Edu),1,Not Working / Retired / Student,Small/Mid Town,2.0,1.2466,0.720437,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,No Substitution,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,41,41,35-44,1,Male,1,16-19 yrs,0,Manual Worker,Small/Mid Town,2.0,1.5974,0.923172,1,Never,0,0,4,Regularly,3,1,Provider Only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable / Non-Consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,,Not Asked,0,0,0
1,Belgium,BEL,56,56,55-64,1,Male,1,20+ yrs (Higher Edu),1,Employee,Rural,1.0,1.0023,0.579251,4,Regularly,3,1,4,Regularly,3,1,Prosumer,1,1,0,1,0,0,1,0,2,1,1,0,1,0,0,3,5,1,1,0,1,1,0,4,New Demand Created,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,35,35,35-44,2,Female,0,Up to 15 yrs,0,Employee,Small/Mid Town,2.0,1.5512,0.896472,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Coexists with Traditional,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,"No, not really",0,0,0
1,Belgium,BEL,40,40,35-44,2,Female,0,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,0.8422,0.486725,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,Complete Replacement,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,54,54,45-54,1,Male,1,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.9611,0.55544,3,Occasionally,2,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,Partial Replacement,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,58,58,55-64,2,Female,0,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.3324,0.192101,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,New Demand Created,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,60,60,55-64,1,Male,1,16-19 yrs,0,Employee,Large Town,3.0,0.7946,0.459216,2,Once or few times,1,1,2,Once or few times,1,1,Prosumer,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,New Demand Created,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,59,59,55-64,1,Male,1,20+ yrs (Higher Edu),1,Not Working / Retired / Student,Small/Mid Town,2.0,1.1447,0.661547,2,Once or few times,1,1,2,Once or few times,1,1,Prosumer,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,2,New Demand Created,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,4.0,"No, definitely not",0,0,0
1,Belgium,BEL,40,40,35-44,2,Female,0,20+ yrs (Higher Edu),1,Employee,Rural,1.0,0.6262,0.361894,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,New Demand Created,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,36,36,35-44,2,Female,0,Still Studying,0,Employee,Rural,1.0,1.2421,0.717836,3,Occasionally,2,1,4,Regularly,3,1,Prosumer,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,Coexists with Traditional,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2.0,"Yes, to some extent",0,1,0
1,Belgium,BEL,48,48,45-54,2,Female,0,20+ yrs (Higher Edu),1,Employee,Small/Mid Town,2.0,0.587,0.33924,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,New Demand Created,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,1
1,Belgium,BEL,54,54,45-54,2,Female,0,16-19 yrs,0,Employee,Large Town,3.0,0.7751,0.447947,3,Occasionally,2,1,3,Occasionally,2,1,Prosumer,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Complete Replacement,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,"Yes, definitely",1,1,0
1,Belgium,BEL,57,57,55-64,2,Female,0,16-19 yrs,0,Not Working / Retired / Student,Large Town,3.0,0.6605,0.381717,1,Never,0,0,2,Once or few times,1,1,Provider Only,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,4,4,1,1,0,1,0,1,4,Not Applicable / Non-Consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,,Not Asked,0,0,0
1,Belgium,BEL,60,60,55-64,2,Female,0,20+ yrs (Higher Edu),1,Not Working / Retired / Student,Small/Mid Town,2.0,0.5633,0.325543,2,Once or few times,1,1,1,Never,0,0,Consumer Only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Substitution,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,"Yes, to some extent",0,1,0
